pagename,birthdate
shawateRR,1995-09-02
shawn,2001-10-12
shazeon,1970-01-01
shehab,1970-01-01
sheydos,2001-10-01
shin,1970-01-01
shizue,1970-01-01
shniider,1970-01-01
shoT_UP,1999-12-08
shonP,1999-05-24
showtime,1970-01-01
shuzz,2000-08-26
sicK,1998-09-02
sikak0,1970-01-01
silenx,1970-01-01
simo,1994-11-26
simonD4rk,2001-05-10
jesus,2001-12-10
singularity,2000-07-03
sk1x,1999-10-29
skRossi,1998-10-12
skaNoodles,1970-01-01
skadoodle,1993-07-21
skelly,1970-01-01
slash,1998-12-01
sliggy,1970-01-01
sliicyy,2001-09-15
smartSeven,1970-01-01
smix,1990-09-03
smoggy,1970-01-01
smokeA,2003-07-26
smooth,1998-10-16
smurfette,1998-05-19
son,1970-01-01
sora,1970-01-01
souhcNi,1970-01-01
sound,1970-01-01
sp1ke,2000-08-30
spY,1970-01-01
specimen,1995-08-12
spin,1970-01-01
spyder,1998-07-29
starWraith,1990-08-01
stee,1970-01-01
stefanie,1970-01-01
steph,1997-01-29
stix,1970-01-01
stoax,1970-01-01
storax,1999-12-03
strixx,1970-01-01
strongLegs,1991-11-17
stunner,1970-01-01
subroza,1997-07-06
suggest,2002-09-30
sugoiTkapp,1970-01-01
suka,2001-05-13
sully,1970-01-01
sunday,1970-01-01
sunset,2001-08-06
super_Buddy,1970-01-01
superBusS,1970-01-01
supmah,1999-06-09
suriPlay,1996-03-07
svenskk,1970-01-01
swerl,1970-01-01
sylFy,1994-10-15
sylvan,2001-10-04
sylviaovo,1997-03-20
sympul,2000-02-10
synga,2000-08-31
sys,1970-01-01
sytu,1970-01-01
syykoNT,1992-04-01
szimpli,2001-12-11
tENSAI,1970-01-01
tERNOS,1970-01-01
tERP,1970-01-01
tHEE,2000-04-08
tPK,1970-01-01
tRY,1993-12-24
tRuve,1970-01-01
tS,1970-01-01
tacolilla,2000-10-03
taiga_Kishi,1989-06-21
tailored,1990-12-28
taimou,1993-08-30
takaS,1970-01-01
tanizhq,1997-07-14
tanner_Metro,1970-01-01
tarathiel,1970-01-01
tayrawr,1998-05-13
tecnosh,1970-01-01
teddy,1997-10-18
temperature,1970-01-01
tenZ,2001-05-05
tenner,2001-09-11
testy,1970-01-01
tetchra,1970-01-01
texta,2001-07-19
theCady,1970-01-01
theFakeOne,1970-01-01
theNameIsToby,1990-11-14
theNightChe,1970-01-01
thePrimerio,1970-01-01
theSavedOne,1970-01-01
theia,1999-06-08
theory,2004-02-02
tiGG,1999-09-20
tian,1970-01-01
tiduS,1994-02-21
tigene,1996-03-08
tiie,1998-07-17
tin,1970-01-01
tinylady,1970-01-01
tio,1995-03-24
tiraye,1970-01-01
tixinha,1990-05-04
tombizz,1994-08-02
tommy,1993-12-28
tonbo,1997-01-24
tongrak,1970-01-01
toon,1970-01-01
tr1cks,1970-01-01
trick,2000-06-28
trippy,1995-03-18
tsuya,1970-01-01
tucker,1996-06-13
tugaTV,1999-10-30
tuli,1970-01-01
tuna,1970-01-01
turko,1999-01-15
turlin_Nole,1997-10-09
turnup,1970-01-01
tuxedo,1993-04-12
twenee1,1970-01-01
twiggy,1999-10-03
twinkl,1995-12-01
twisten,1970-01-01
twoPotz,1999-03-18
twoTapTony,1999-11-16
txddy1,1970-01-01
txozin,1970-01-01
uNFAKE,1997-06-01
uNNSTO,1970-01-01
uNSHAKEN,1970-01-01
ultimate,1997-09-23
unity,2004-06-01
upmind,2000-12-15
uzzziii,1990-03-07
v1CE,1970-01-01
vARES,1970-01-01
vIPP33R,1970-01-01
valliate,1970-01-01
vansilli,1970-01-01
vegas,2001-08-19
velly,1970-01-01
venerated,1970-01-01
vermilionRose,1970-01-01
veroneze,1970-01-01
vflight,1996-09-17
vibhor,1970-01-01
victor,1996-09-14
vlaDéDé,1997-12-25
vlad_(Turkish_caster),1996-01-18
vlady,1970-01-01
voo,1983-11-26
vorz,1997-07-06
vozjd,1995-03-03
vyminal,1970-01-01
w1nner,1998-04-12
wADDLE,1970-01-01
wAT,1970-01-01
wIX,2003-04-11
wKN,1993-04-21
wOWER,1970-01-01
wRONSKI,1970-01-01
waltz,2003-02-17
warbirds,1970-01-01
wardell,1998-07-05
warden,1985-04-25
waters,1970-01-01
wedid,1999-07-04
welshy,1997-10-12
whimp,1970-01-01
whiteHorse,1989-08-16
wiPR,1970-01-01
will,1970-01-01
winsum,1970-01-01
winteryrook,1970-01-01
worldEdit,1991-10-16
wyz,2000-01-05
x0D1AC,1970-01-01
xQQ,1996-08-26
xXiF,1970-01-01
xeoN,1970-01-01
xeppaa,2000-07-19
xiSTOU,1970-01-01
xiaoFei1,1970-01-01
xp3,1987-07-15
xpp,1970-01-01
xyeh,1983-10-17
xyph9r,1970-01-01
yESicaN,1970-01-01
yOKY,1970-01-01
yaBoiDre,2000-03-17
yacine,1996-05-01
yato,2001-03-27
yiHao,1970-01-01
yinsu_Collins,1994-01-05
yiro,1992-07-04
yoU,1970-01-01
yohann,1970-01-01
yorkMonster,1996-12-24
yoshii,2003-07-02
youBreak,1970-01-01
youngOne,1970-01-01
yoz,1994-09-26
yuZ,2002-05-27
yuicaw,2004-02-20
yuk1nO,1970-01-01
yurii,2001-06-16
yurita,1998-07-04
zE1SH,1999-06-26
zEET,1970-01-01
zODI4C,1970-01-01
zachaREEE,2001-01-27
zacky2k,1970-01-01
zaki,1970-01-01
zander,2001-10-01
zanderM,1997-12-22
zellsis,1998-03-02
zelyn,1970-01-01
zerG,2003-02-03
zerost,1996-01-27
zesBeeW,1970-01-01
zescht,1997-01-26
zest,2000-12-27
zeus,1970-01-01
zeus_(Korean_player),1996-02-02
zik,1998-02-13
zmjjKK,1970-01-01
zoFeaRz,1970-01-01
zodiaX,1970-01-01
zoessie,1970-01-01
zyppan,2002-07-17
aEvilcat,2002-10-04
aKis,1992-08-13
aKm,1995-12-11
aLerT,1970-01-01
aNNja,1995-11-24
aRubyz,1998-04-16
ade,1970-01-01
adrnking,1970-01-01
adukaaaa,1970-01-01
adverso,1998-03-13
agm,1993-04-30
aimDLL,2001-05-01
aimhunterr,1970-01-01
akaL4CE,1970-01-01
akamu,2001-12-30
akemy,1970-01-01
akz,2001-04-04
al0rante,1970-01-01
alca,1970-01-01
alecks,1970-01-01
aleksandar,2001-07-04
alexR,1970-01-01
alexRr,1995-08-21
alexis,1999-07-25
alimonstr,1985-05-30
aljaDi,1970-01-01
allow,1997-11-26
alvar,1970-01-01
amnesia,1970-01-01
anger,1987-08-17
antG,1970-01-01
aproto,1999-06-15
arch,1996-05-11
ardiis,1998-05-01
ashix,1997-05-20
aspas,1970-01-01
asteriskk,1970-01-01
athxna,1970-01-01
autimatic,1996-09-10
autumn_(Australian_player),2001-11-09
avez,1970-01-01
axeddy,2003-06-11
ayaNq,2001-07-02
b0i,1996-11-09
b0rja,1970-01-01
b0ssy,1997-04-02
b3ta,1970-01-01
bENITA,1992-12-07
bNhardneja,1970-01-01
babybay,1995-06-23
babytz,1970-01-01
bacyx,1970-01-01
baddyG,1970-01-01
bail,1970-01-01
ban,2000-01-27
bang,1970-01-01
barce,1996-08-22
basya,2003-03-20
bbalto0o,1970-01-01
bdog,1970-01-01
beAst,1970-01-01
bearkun,1970-01-01
beo,1997-08-30
beyAz,1996-11-04
bezn1,1970-01-01
biazik,1970-01-01
bishop,1992-01-10
blaZek1ng,1970-01-01
blackhawk,1970-01-01
bleeshh,1996-01-24
blu,1970-01-01
blue,1970-01-01
bnj,2000-06-22
boms,1970-01-01
bonkar,1995-05-08
boq,1987-06-23
bramz,1999-04-30
brawk,2000-05-06
brax,1996-09-20
bstrdd,2000-05-06
bucher1,1970-01-01
budimeisteR,1970-01-01
buds,1970-01-01
bungee,1970-01-01
buzlumuzlusut,1970-01-01
byrf,1970-01-01
bzt,1997-01-09
c4Lypso,1970-01-01
cDe,1970-01-01
cNed,2002-01-18
cacan,2001-02-03
cactuzio,1970-01-01
cad,1970-01-01
cade3k,1970-01-01
camry,2004-03-25
cath,1970-01-01
ceNder,2001-10-30
cedrik,1989-07-29
ceegu1n,1970-01-01
celinett,1970-01-01
cevv,1970-01-01
chase,1999-05-04
chase_(Brazilian_player),2005-04-24
cheK,1970-01-01
cheatcode,1970-01-01
chiwawa,1997-12-03
cho,1970-01-01
chrollo,1970-01-01
circu,1970-01-01
climax,1999-06-11
clutchyy,1970-01-01
coachJ,1970-01-01
colbsoN,1970-01-01
contii,1970-01-01
corey,1999-05-11
cpx,1970-01-01
crab1k,1995-12-24
cracken,1993-06-14
crashies,1997-12-20
crazyd33R,2000-01-25
crazyguy,1996-08-27
crazysound15,1970-01-01
crovex,1990-07-23
crow,1997-11-28
cry0,1970-01-01
curry,2002-08-05
cute_fat_boy,1997-09-08
cxy0714,2002-07-14
d00mbr0s,1994-12-24
d0rf,2000-08-19
d0wn,1970-01-01
d1msumboi,1970-01-01
d3ffo,2001-10-10
d4v41,1998-10-14
daemoN,1996-06-19
dafran,1993-12-27
daiki,2004-10-04
dapr,1999-01-01
daps,1993-07-29
dash,2002-07-05
dawn,1970-01-01
dazzLe,1995-10-29
ddk,1988-05-11
ddx,1990-12-18
deM0,1997-03-09
debout,1998-05-30
deigara,1970-01-01
delevingne,1970-01-01
delezyh,1970-01-01
delus1on,2001-04-16
delz1k,2000-11-23
demo,1970-01-01
dephh,1991-12-23
dev,1970-01-01
dgzin,2000-07-06
diana,1970-01-01
dicey,1970-01-01
dimasick,1996-07-06
dimaxx,2002-10-28
dinkzj,1997-04-02
disk0,1970-01-01
dizzyLife,1970-01-01
doAm,1993-07-28
dodonut,1970-01-01
donQ,1990-04-04
dragonite,1970-01-01
dragunov,1991-11-28
draken,1995-10-05
dreAms,1970-01-01
drn,1970-01-01
drone,1997-08-29
dsr,1970-01-01
duck,1998-11-30
duhax,1970-01-01
dusT,1990-09-03
dynamic,1970-01-01
eKo,1970-01-01
eMIL,1994-12-24
eXerZ,1998-06-24
ec1s,2000-06-26
eeiu,1970-01-01
eezy,1970-01-01
effys,1992-09-19
elllement,1998-10-21
elwzoy,1970-01-01
emilio,1993-01-23
emode,1990-10-05
end7my,1970-01-01
enerii,1970-01-01
etoh,1970-01-01
exy,1998-01-30
f0rsakeN,2004-03-25
fAwn,1993-11-14
fRoD,1986-08-13
falfalfal,1970-01-01
falltw,1997-07-21
famouz,1970-01-01
fanCy,1970-01-01
feLiZnOJkE,1996-12-09
feqew,1997-04-18
ferg,1988-09-12
fidelwow,1970-01-01
figment,1994-06-16
fiveK,1996-07-27
fiziq,1970-01-01
fl1pzjder,1970-01-01
flammable,1970-01-01
fletcher,2004-01-14
floppy,1999-12-31
flowerful,1970-01-01
fooX,1970-01-01
foreplay,1970-01-01
forgetw0w,1970-01-01
foxz,1999-04-08
fr0st,1970-01-01
fr1,1970-01-01
fra,1970-01-01
fragon,1989-03-25
fred,2001-08-18
frei,1998-01-05
freshie,1970-01-01
frontside,1970-01-01
frostmind,1970-01-01
frostyZK,1970-01-01
frz,1970-01-01
frz_(Polish_Player),1970-01-01
fts,1970-01-01
fx,1970-01-01
fyg,1999-12-21
fzkk,1970-01-01
fznnn,1970-01-01
g0g1,1988-10-19
gMd,2001-01-29
gRuMM3l,1970-01-01
gaabxx,1970-01-01
gessito,1970-01-01
glovee,1970-01-01
glow,1988-02-28
gob_b,1987-07-10
godvexy,2000-10-17
goked,1992-07-14
gottmoxi,1998-06-26
grg,1970-01-01
grizzly,1997-09-27
gtnziN,1970-01-01
gustt1nha,1970-01-01
hNt,1997-09-23
haiVaan,1970-01-01
hannabacon,1970-01-01
hannah,1970-01-01
hazed,1989-05-22
heat,2003-02-07
heavnn,1970-01-01
heino,1970-01-01
hikkA,1970-01-01
hoody,1998-09-17
hoppY,1970-01-01
hoveRR,1970-01-01
hugeon,1998-08-06
hussaR,1997-03-01
huuaw,1970-01-01
huynh,1994-09-20
hvoya,1998-06-13
hype,1999-09-08
hypoc,1989-06-16
iDex,1998-08-26
iFly,2004-06-28
iKoniK,1970-01-01
iNTRO,2002-02-02
iRdy,1970-01-01
ibot,1991-12-26
ikke,1970-01-01
iluri,1997-02-14
in0X,1970-01-01
insider,2001-01-25
insky,2001-03-01
instinct,1970-01-01
isa1,1970-01-01
isaa,1970-01-01
isla,1970-01-01
it_not_han,1999-10-23
izak,1987-12-02
jacobin,1970-01-01
jammyz,1999-02-05
jannyXD,2001-12-28
jasonR,1994-08-02
jcStani,2000-08-07
jcrueL,1995-08-30
jfoeN,1997-05-18
jmoh,1999-12-08
joYnt,1994-12-31
jonba,1993-08-23
jovahnii,1970-01-01
juliano,1993-11-04
junglew0w,1970-01-01
juseu,2004-08-09
k0mpa,1997-04-15
k1Ng,2001-11-03
k1Ng_(Pakistani_player),2003-12-29
kAdavra,2000-04-05
kAzoo,1998-07-12
kELTN,1999-05-24
kaboose,2000-06-23
kamyk,2003-07-02
kaplan,1994-07-12
kaquka,1996-06-03
kasper,1970-01-01
katsumi,2000-09-04
keloqz,2003-03-26
kenobi,1970-01-01
kero,1996-06-13
keznit,2001-08-14
kiNgg,1970-01-01
kingHaS,1999-04-01
klaudia,1995-10-27
koalanoob,1970-01-01
kobra,1970-01-01
koldamenta,1993-05-24
kolyaN,1995-10-03
kon4n,1970-01-01
koosta,1996-06-03
koro,1970-01-01
koyori,1970-01-01
kpiz,1997-07-23
krain,2000-04-02
krea6oN,2000-10-01
kugio,2001-05-10
l0udly,2000-07-27
lauress,2004-08-30
leaf,2003-11-24
leak,2003-04-08
leakeN,2000-07-22
leelee,1970-01-01
let,1970-01-01
lh0yd,1998-09-14
liazzi,2005-01-03
light,1970-01-01
lin,1999-03-31
logaN,1998-06-18
lowel,1996-12-11
lsnow,1970-01-01
luckeRRR,1996-05-23
lurzy0y0,1996-02-21
lyNxi,1997-08-13
m1KKO,1995-06-22
m1sfit,1970-01-01
m1tez,2000-10-28
m4jor,1970-01-01
mCe,1990-12-25
mNdS,1970-01-01
mac,2000-06-05
mada,1970-01-01
maddiesuun,1970-01-01
mag0o,1970-01-01
makiba,2003-02-03
maniek,1970-01-01
margeaux,1970-01-01
marin,1998-02-09
marqnue,1970-01-01
maryna,1970-01-01
masu,1970-01-01
matheuzin,1970-01-01
matti,1995-05-21
mazin,1999-07-27
mch,1989-07-04
meL,2000-05-26
mean,1999-04-27
mel,1999-12-14
melonhead,1970-01-01
menegh,1970-01-01
meow,1970-01-01
miLLe,1997-02-01
michi,1970-01-01
milk,1970-01-01
mimi,1997-07-02
mina,1999-04-25
mindfreak_(Indonesian_player),1999-10-04
mindle,1970-01-01
mini,1999-07-07
mini_(British_coach),1994-07-12
miniature,1999-01-07
minse,1998-04-01
mitch,1996-07-31
mittens,1970-01-01
mittiii,2000-12-07
mixtall,1992-08-01
mixwell,1995-10-10
mizoo,1970-01-01
mizuN,1997-12-25
mle,1970-01-01
mmonch,2004-10-29
mojj,1970-01-01
moner,2003-07-22
moose,1998-03-19
moses,1987-01-12
mowzassa,1989-07-15
mt1xo,1970-01-01
mts,1970-01-01
mummAy,1994-10-19
mun,1970-01-01
murii,1998-12-03
murizzz,1999-09-16
musashi,2001-04-02
mush2oom,1995-03-21
mw1,1998-01-17
mwzera,2001-06-30
myssen,1996-04-13
mystic,1970-01-01
n0thing,1990-10-25
nAts,2002-07-01
nCL,1990-12-04
nGL,1988-05-28
nTK,2001-05-15
naTz,1970-01-01
nat1,1970-01-01
naxy,1970-01-01
nazek,1998-07-16
neT,1970-01-01
neilzinho,1991-01-05
neph,1996-06-29
neptune,2002-09-15
neth,1996-05-26
newgen,2002-10-28
nico_(Nico_Neumann),1997-09-15
niesoW,1970-01-01
nillyaz,1970-01-01
ninebody,1970-01-01
nitr0,1995-08-16
nkls,2001-01-01
no1syboy,1970-01-01
nobody,1970-01-01
nolaN,1997-12-31
nookyyy,1986-03-12
notoriouszx,1970-01-01
notxd,1970-01-01
ntk,1970-01-01
nukkye,1997-11-05
nyczu,1970-01-01
oKKo,1996-11-26
oZzgur,1970-01-01
ohai,1998-06-26
oitaN,1999-12-21
ole,1970-01-01
olzerr,2002-09-27
oreopheliaa,1970-01-01
ori,1970-01-01
otom,2001-07-13
ozzy,1998-07-05
p0wa77,1970-01-01
pANcada,1970-01-01
phil330d/PAn,1970-01-01
pAn,1992-02-06
pAura,1997-10-27
pMdr1,1970-01-01
pa1ka,2006-08-31
pa1ka,2006-08-31
pa1ka,1970-01-01
paTiTek,1999-09-07
panini,1999-09-22
pashapain666,1970-01-01
patochovsk,1970-01-01
pauLy,1992-09-21
pava,1986-01-06
payen,2000-02-24
pecks,1997-06-10
penny,2003-01-07
peri,1991-01-13
phaze,2002-01-07
pho,1993-08-22
phonics,1970-01-01
phr,1996-09-26
pipsoN,1995-02-10
pl1xx,1970-01-01
plat1num,2001-01-04
pleets,2001-03-17
pm,1970-01-01
poem,1997-08-30
poised,1970-01-01
poiz,1970-01-01
pollo,1970-01-01
polvi,2000-11-16
ponkt,1999-04-13
popogachi,2003-07-28
pops,1988-02-18
potter_(American_player),1986-10-31
prius,1994-08-02
proxima,1970-01-01
prozin,1970-01-01
psalm,1995-02-06
psy,1970-01-01
psyc0,1970-01-01
pyth,1993-09-21
qRaxs,1970-01-01
qck,2003-07-18
qw1,1970-01-01
qxv,1970-01-01
rAsk,2000-06-07
rAx,1991-10-11
rCk,1994-02-18
rDeeW,1970-01-01
rEplan,1992-12-01
rain,1995-01-09
rainssa,1970-01-01
raizen_(Spanish_player),1995-04-17
randyySavage,1970-01-01
rara,1970-01-01
raveN,2000-03-02
reltuC,1988-11-27
remonN,1970-01-01
retauZ,1970-01-01
retrQ,2001-02-23
rhyme,1999-01-12
rik,1995-06-10
rion,1995-12-31
rise_(Canadian_player),1970-01-01
rite2ace,1993-08-13
rlz,1970-01-01
rob-wiz,1970-01-01
roca,1995-08-21
rochet,1997-06-02
rodeN,1970-01-01
root_(Turkish_caster),1970-01-01
roxi,1996-11-30
roxie,2002-02-08
rsT,1970-01-01
ruin,1970-01-01
russ_(Turkish_player),1999-03-19
ryann,2001-02-10
ryota-,1997-08-21
ryotzz,1993-08-27
s0m,2002-06-07
s3mig0d,1996-06-04
sMx,1995-01-03
sScary,1970-01-01
sSef,1996-02-14
sT4mZ,1999-11-28
saiko,1970-01-01
saju,1970-01-01
sakurai,1970-01-01
sapphiRe,1984-09-07
sayoo,1970-01-01
sayuri,1970-01-01
scarx,1995-05-22
scourge,1970-01-01
seb,1991-04-15
seven,2005-08-13
sgares,1988-06-10
sh1vy,1999-11-27
shadow,2000-09-23
shalaby,1970-01-01
sharky,1999-01-02
sharyk,1970-01-01
shiba_(Singaporean_player),1970-01-01
shinobi,1994-06-23
shinohara,1994-06-29
shion,1995-03-23
shooterR,2000-05-10
shouta,1991-01-23
showliana,1970-01-01
shrew,1970-01-01
shuaishuai,1997-07-15
shyz,1970-01-01
sianclavera,1970-01-01
sickLy,1992-06-16
sickrey,1970-01-01
signed,1970-01-01
sim19,1970-01-01
simka,1970-01-01
sinatraa,2000-03-18
skillZ,1970-01-01
skrawl,1970-01-01
skuba,1970-01-01
slk,1994-03-11
smythj,1994-06-01
snikk,1970-01-01
snxper,1996-09-30
sociablEE,1970-01-01
solo,1988-01-15
soulM8,1999-06-18
soulcas,2000-01-02
spellfull,1970-01-01
stanley,1998-06-22
starkk,2000-12-17
starriebun,1970-01-01
starxo,2001-08-28
stax,2000-02-16
steady,1997-02-18
steel,1989-12-28
stellar,1996-07-29
stimx,1970-01-01
subbey,1970-01-01
sunfre4kz,1991-07-15
supamen,1970-01-01
sushiboys,2000-11-06
sutecas,1970-01-01
svL,1970-01-01
t3xture,1999-07-20
takej,2000-12-17
tayhuhu,1970-01-01
tdawgg,2000-04-25
tecoNe,1995-08-26
tem,2000-11-13
ten,2001-10-19
tensai,1970-01-01
termi,1986-07-27
tex,1999-08-02
theDoctorr,1995-12-13
thief,1970-01-01
thumbD,1970-01-01
thwifo,2002-08-30
tisora,1970-01-01
tomkeejs,1998-04-18
tork,1970-01-01
toronto,2001-04-22
toru,1970-01-01
trainer,1970-01-01
trexx,2003-04-24
truo,1970-01-01
tryst,1970-01-01
tsack,1993-11-28
tucks,1996-08-18
tuyz,1970-01-01
tyti,1970-01-01
uLISES,1990-04-10
uNKOE,1995-12-24
ups,1970-01-01
v1nNy,1970-01-01
v1xen,1999-03-22
vCan,1970-01-01
vakk,2000-07-07
valder,1996-12-04
valyn,2003-01-04
vanity,1998-12-04
vascalizz,1970-01-01
vice,1995-11-09
vicious,2000-07-21
vilczek,1970-01-01
vity,1991-09-13
vo0kashu,2002-08-02
void,2001-04-20
vong,1970-01-01
w0rldw1de,1970-01-01
w3z1k,1970-01-01
wLn,1970-01-01
wait,1995-09-04
wallax,1992-02-24
wannafly,1995-12-31
wayLander,1994-04-22
weber,1993-12-08
whoME,1970-01-01
whz,1970-01-01
wippie,1999-05-31
witness,1999-10-01
witz,1995-05-06
wizard,1970-01-01
wtfmoses,1970-01-01
xand,1995-04-11
xander,2001-09-29
xelouz,1970-01-01
xenon,1970-01-01
xeravSSS,1970-01-01
xeta,1970-01-01
xilv,1990-01-14
xkk,1997-11-19
xms,1997-05-24
xuss,1970-01-01
xype,1970-01-01
yT,1970-01-01
yankas,1970-01-01
yaotziN,1970-01-01
yasu,1970-01-01
yay,1998-09-09
yosemite,2002-06-22
yue,1995-10-03
yukishiro,1970-01-01
yuudai,2001-07-03
z3rIw,1970-01-01
zAAz,1991-06-07
zakkv,1970-01-01
zakreN,1970-01-01
zambie,1970-01-01
zanz,1996-09-23
zap,1970-01-01
zebroe,1997-12-13
zecK,1970-01-01
zeddy,1998-05-29
zeek,2001-09-11
zekken,2005-03-19
zenk0k0,1970-01-01
zepher,2001-02-10
zizox,1970-01-01
zolters,1970-01-01
zombs,1998-10-02
zonixx,1990-10-02
zotie,1970-01-01
zunba,1997-10-29
zyad,2001-02-19
